ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Comment,Countries,ELCatMacroareas,classification,endangerment,code_authorities,codes,alt_names
3852,Athpariya,,26.952,87.3399,athp1241,aph,,NP,South Asia,Sino-Tibetan,threatened,ISO 639-3,aph,Athpare; Rai; Athapre; Ath Paharia Rai; Athpre; Arthare; Arthare-Khesang; Jamindar Rai; Jindā
3856,Arhâ,,-21.3047,165.0146,arha1237,aqr,,NC,Pacific,Austronesian,severely endangered,ISO 639-3,aqr,Ara; Neukaledonien
3857,Arabana-Wangkangurru,,-31.30521924,138.428335,arab1267,ard,,AU,Australia,Pama-Nyungan,dormant,ISO 639-3,ard,Arbana; Ngarabana; Arabuna; Arrabunna; Arrabonna; Arubbinna; Arapina; Arapani; Urapuna; Urabuna; Urabunna; Urroban; Wangarabana; Wongkurapuna; Wangarabunna; Nulla; Rabuna; Arabana
3858,Araona,,-12.4473,-68.1372,arao1248,aro,,BO,South America,Pano-Tacanan,threatened,ISO 639-3,aro,Cavina; Carina
3859,Arbore,,5.0,36.75,arbo1245,arv,,ET,Africa,Afro-Asiatic,threatened,ISO 639-3,arv,Arbora; Erbore; Irbore; Arborie
3864,Ati (Philippines),,11.15,122.51,atii1237,atk,,PH,Southeast Asia,Austronesian,threatened,ISO 639-3,atk,Inati; Bisaya
3865,Ata,,9.6081,122.9155,ataa1240,atm,,PH,Southeast Asia,Austronesian,critically endangered,ISO 639-3,atm,
3866,Ashtiani,,37.75,48.68,asht1244,atn,,IR,Near East,Indo-European,vulnerable,ISO 639-3,atn,Astiani; Ashtiyani
3869,Northern Altai,,52.2816,87.4827,nort2686,atv,,RU,Caucasus; Europe; East Asia,Turkic,endangered,ISO 639-3,atv,Teleut; Telengut; северноалтайский язык; алтай тили; кумандинско-челканский язык; Telengit; Kumandin
3871,Asumboa,,-11.2982,166.4868,asum1237,aua,,SB,Pacific,Austronesian,severely endangered,ISO 639-3,aua,Asumbua; Asumuo
3872,Anuta,,-11.611,169.85,anut1237,aud,,SB,Pacific,Austronesian,endangered,ISO 639-3,aud,
3876,Auré,,-2.9649,-46.2084,aura1243,aux,,BR,South America,Tupian,dormant,ISO 639-3,aux,Aurê; Aurá
3878,Alviri-Vidari,,35.01,50.38,alvi1241,avd,,IR,Near East,Indo-European,severely endangered,ISO 639-3,avd,
3879,Agavotaguerra,,-13.3,-53.44,agav1236,avo,,BR,South America,Arawakan,dormant,ISO 639-3,avo,Agavotoküeng; Agavotoqüeng; Agavo-queng
3880,Awbono,,-5.06,139.72,awbo1238,awh,,ID,Southeast Asia,Bayono-Awbono,vulnerable,ISO 639-3,awh,Kvolyab
3883,Ayapathu,,-14.47173612,143.2934448,ayab1239,ayd,,AU,Australia,Pama-Nyungan,critically endangered,ISO 639-3,ayd,Abadja; Ai ebadu; Aiabadu; Aiyabotho; Aiyaboto; Ajabadha; Ajabatha; Ajibyrdu; Apatya; Badja; Baldya; Balfja; Jabuda; Kikahiabilo; Koka Ai-ebadu; Koka-aiebadu; Koko Aiebadu; Koko-Badja; Koko-Baldya; Koko-Baltjayiahjaba; Ayabadhu
3885,Eastern Nahua,,19.5833333333,-97.3333333333,high1278,azz,"Ethnologue distinguishes 28 Nahuatl languages. INALI has 30 ""variantes"" of Nahuatl.",MX,"Mexico, Central America, Caribbean",Uto-Aztecan,at risk,ISO 639-3,azz,Nahuatl; Highland Puebla; Náhuat de la Sierra de Puebla; Sierra Puebla Náhuatl; Sierra Aztec; Zacapoaxtla Náhuat; Mejicano de Zacapoaxtla; Nahuatl (Sierra de Zacapoaxtla); Nahuatl (Puebla Sierra); Nahuatl; Mexicano; Zacapoaxtla; Mejicano Azteco
3887,Baibai,,-3.463972092,141.358078,baib1251,bbf,,PG,Pacific,Baibai-Fas,endangered,ISO 639-3,bbf,
3888,Kulung (Nigeria),,12.516358,8.833839,kulu1255,bbu,,NG,Africa,Niger-Congo,vulnerable,ISO 639-3,bbu,Bambur; Kuluno; Bakulung; Bakulu; Bakuli; Kulu; Kukulung; Wo; Wurkum
3890,Bainouk-Samik,,12.5733,-16.2652,bain1260,bcb,,SN,Africa,Niger-Congo,threatened,ISO 639-3,bcb,
3891,Baga Binari,,10.4013,-14.4799,baga1275,bcg,,GN,Africa,Niger-Congo,threatened,ISO 639-3,bcg,Barka; Binari; Kalum; Mborin; Baga; Temne; Pukur
3892,Bardi,,-16.50302678,122.9331577,bard1255,bcj,,AU,Australia,Nyulnyulan,critically endangered,ISO 639-3,bcj,Baadi; Bard; Baardi; Badi; Barda; Ba:di; Bad; Ba:d; Baada; Baard; Boardybahrde
3893,Bunuba,,-17.69419801,125.5950823,buna1275,bck,,AU,Australia,Bunaban,critically endangered,ISO 639-3,bck,Punapa; Bunapa; Punaba; Booneba Bunaba; Kunamba; Punamba; Bunaba
3895,Bana,,10.4166666667,13.5833333333,bana1305,bcw,,CM,Africa,Afro-Asiatic,vulnerable,ISO 639-3,bcw,Baza; Koma; Ka-Bana; Parole des Bana; Mizeran; Mbana
3896,Bai,,8.0592,25.5102,baii1251,bdj,,SS,Africa,Niger-Congo,threatened,ISO 639-3,bdj,Bari
3897,Bandjalang,,-28.617377,153.00416,midd1357,bdy,,AU,Australia,Pama-Nyungan,severely endangered,ISO 639-3,bdy,Bandjelang; Bogganger; Bundala; Gidabal; Yugumbe; Badjalang; Badjelang; Budulung; Buggul; Bundjalung; Paikalyung; Bandjalong; Bunjellung; Bundela; Bundel; Watchee; Woomargou; Bandjerang; Pangerang; Dadarawa; Arakwal; Gundurimba; Tugurimba
3898,Beli (Papua New Guinea),,-3.671039,142.382813,beli1258,bey,,PG,Pacific,Torricelli,vulnerable,ISO 639-3,bey,Akuwagel; Mukili; Makarim
3899,Betaf,,-2.12,139.25,beta1253,bfe,,ID,Southeast Asia,Orya-Tor,endangered,ISO 639-3,bfe,Betaf; Tebi
3901,Remo,,18.0,82.0,bond1245,bfw,,IN,South Asia,Austro-Asiatic,threatened,ISO 639-3,bfw,Remsan; Bonda; Bondo; Bondo Poroja; Nanqa Poroja; Poraja Katha; Bhonda Bhasha; Bondo-Poraja; Remosum; Bunda; Bonda Poroja; Nanga Poroja
3902,Gwamhi-Wuri,,8.7113,2.1533,gwam1244,bga,"""The Gwamhi-Wuri languages of the literature consist of a cluster of three languages, Gwamhyə, Wuri and Mba."" (Blench 2012)",NG BJ,Africa,Niger-Congo,vulnerable,ISO 639-3,bga,"Lyase; Lyase-Ne; Gwamhyə-Wuri-Mba; Gwamfi; ""Banganci"""
3903,Bugun,,27.2546,92.5323,bugu1246,bgg,Unclassified within Tibeto-Burman.,IN,South Asia,Sino-Tibetan,threatened,ISO 639-3,bgg,Khowa; Kho; Khoa; Bugen
3904,Baga Mboteni,,10.7415,-14.5513,baga1276,bgm,,GN,Africa,Niger-Congo,threatened,ISO 639-3,bgm,
3905,Baga Koga,,10.026644,-14.040625,baga1273,bgo,,GN,Africa,Niger-Congo,threatened,ISO 639-3,bgo,Barka; Koga; Koba; Baga; Temne
3906,Warkay-Bipim,,-5.77,138.64,wark1247,bgv,,ID,Southeast Asia,Trans-New Guinea,endangered,ISO 639-3,bgv,Bipim As-So; Bipim; Warkay
3907,Balkan Gagauz Turkish,,41.4633,22.6977,balk1254,bgx,,TR BG MK,Europe,Turkic,threatened,ISO 639-3,bgx,Balkan Turkic; Gagauz; Türkische Sprache in Bulgarien
3908,Biga,,-2.0,130.27,biga1238,bhc,,ID,Southeast Asia,Austronesian,threatened,ISO 639-3; Glottolog,bhc; biga1238,
3909,Bhaya,,25.48,69.31,bhay1238,bhe,,PK,South Asia,Indo-European,endangered,ISO 639-3,bhe,
3910,Busa,,-3.86,141.42,odia1239,bhf,"""Dusa lexicon bears no significant relations to any other language in the region (Conrad and Dye 1975, Laycock 1975a)"" (Hammarström, forthcoming).",PG,Pacific,Isolate,endangered,ISO 639-3,bhf,Odiai; Busan; Uriai
3911,Bukhori,,39.8043,64.4224,bukh1238,bhh,,IL UZ,Near East,Indo-European,at risk,ISO 639-3,bhh,Bukharian; Bukhari; Bukharin; Bukharic; Bokharian; Bokharic; Bokharan; Bukharan; Judeo-Tajik
3912,Bohtan Neo-Aramaic,,37.37,42.52,boht1238,,,RU GE,Caucasus; Europe; East Asia,Afro-Asiatic,severely endangered,,bhn; hrt,Sôreth; Hértevin; севернобохтанский язык; Hertevince
3913,Badimaya,,-29.123373,116.706047,badi1246,bia,,AU,Australia,Pama-Nyungan,dormant,ISO 639-3,bia,Widimaya; Parti-Maya; Bidungu; Bardimaya Baadeemaia Badimaia Badimala Badimara Bardimaia Barimaia Bidungu Padimaia Padinaia Parimaia Patimara Patimay Waadal Wardal Badi-maia Wallawe Yamadgee Yamaji; Bardimaya
3918,Biete,,25.6514,93.2409,biet1238,biu,,IN,South Asia,Sino-Tibetan,vulnerable,ISO 639-3,biu,Bete; Baite; Biate
3924,Bulu,,-5.052719,150.092506,bulu1253,bjl,,PG,Pacific,Austronesian,endangered,ISO 639-3,bjl,
3925,Bajelani,,33.969421,43.014152,baje1238,bjm,,IR IQ,Near East,Indo-European,vulnerable,ISO 639-3,bjm,Bajalani; Gurani; Chichamachu; Bajoran; Bejwan
3927,Brokskat,,34.6478,76.4978,brok1247,bkk,,IN,South Asia,Indo-European,threatened,ISO 639-3,bkk,Brokpa; Brokpa of Dah-Hanu; Dokskat; Kyango; Dardu; Hanu
3931,Boloki,,0.051498,18.253733,bolo1262,bkt,,CD,Africa,Niger-Congo,threatened,ISO 639-3,bkt,Baloki; Buluki; Boleki; River Ruki
3932,Beli (Sudan),,6.4736,29.2675,beli1257,blm,,SS,Africa,Central Sudanic,threatened,ISO 639-3,blm,Behli; Beili; Jur Beli; 'Beli
3936,Baga Manduri,,10.835666,-14.542517,baga1270,bmd,,GN,Africa,Niger-Congo,threatened,ISO 639-3,bmd,Barka; Mandari; Maduri; Manduri; Baga; Temne; Baga Mandun
3937,Bote-Majhi,,27.9208,83.5082,bote1238,bmj,,NP,South Asia,Indo-European,vulnerable,ISO 639-3,bmj,Kushar
3938,Bulgebi,,-5.7485,146.4532,bulg1265,bmp,,PG,Pacific,Trans-New Guinea,severely endangered,ISO 639-3,bmp,
3944,Boon,,0.151042,42.901089,boon1242,bnl,,SO,Africa,Afro-Asiatic,severely endangered,ISO 639-3,bnl,Af-Boon; Boni
3945,Bola,,-5.445211,150.028967,bola1250,bnp,,PG,Pacific,Austronesian,vulnerable,ISO 639-3,bnp,Bakovi; Bola-Bakovi
3948,Aweer,,-0.8294,40.8142,awee1242,bob,"The name ""Boni"" may be pejorative; ""Aweer"" is the preferred name. ",KE SO,Africa,Afro-Asiatic,endangered,ISO 639-3,bob,"""Boni""; Waata; Wata; Sanye; Wasanye; Waboni; Bon; Ogoda; Wata-Bala"
3950,Bonkiman,,-5.852376,146.691985,bonk1244,bop,,PG,Pacific,Trans-New Guinea,endangered,ISO 639-3,bop,
3952,Bororo,,-16.0,-57.0,boro1282,bor,,BR,South America,Bororoan,threatened,ISO 639-3,bor,Boe; Borôro; Bororo proper; Eastern Bororo; Western Bororo; Borro
3953,Bongo,,7.5,28.5,bong1285,bot,,SD,Africa,Central Sudanic,vulnerable,ISO 639-3,bot,Bungu; Dor
3956,'Ôrôê,,-21.4223,165.4678,orow1242,bpk,,NC,Pacific,Austronesian,endangered,ISO 639-3,bpk,Orowe; Boewe; Neukaledonien
3960,Barrow Point,,-14.46601552,144.4487843,barr1247,bpt,,AU,Australia,Pama-Nyungan,critically endangered,ISO 639-3,bpt,
3962,Bo,,-4.297861099,141.5878754,bopa1235,bpw,,PG,Pacific,Left May,severely endangered,ISO 639-3,bpw,Po; Sorimi
3965,Biritai,,-2.92,137.68,biri1259,bqq,,ID,Southeast Asia,Lakes Plain,endangered,ISO 639-3,bqq,Ati; Aliki; Biri
3966,Nadëb,,-1.9771,-67.0166,nade1244,mbj,"Some sources have a Nadëb branch composed of two languages. Martins and Martins (1999: 253) have a branch called “Nadëb-Kuyawi”, composed of Nadëb and Kuyawi; Campbell (2012:96) has a Nadëb branch that includes Roçado Nadëb and Rio Negro Nadëb; and Crevels (2012:185) has Kuyabi as a separate language from Nadëb. However Martins (2005:17-18) show that there are not two separate languages but two dialects, Nadëb do Roçado and Nadëb do Rio Negro (this latter one the same as Kuyawi. 

The Nadëb language can be divided into three dialects: the dialect of Bua-bua Parana in Lake Jutaí, the dialect of Roçado (Uneiuxi River with its highest concentration in the community of Roçado) and the Rio Negro dialect. The Rio Negro dialect is also known for Kuyawi (Matins 2005:18).",BR,South America,Nadehup,endangered,ISO 639-3,mbj,Nadobo; Nadëb; Nadeb Macu; Makú Nadëb; Makunadöbö; Anodöub; Kabori; Kabari; Xiriwai; Xuriwai; Nadöbo; Kaburí language area; Kaburi
3968,Lave,,14.1666666667,107.5,lave1249,brb,,VN LA KH,Southeast Asia,Austro-Asiatic,vulnerable,ISO 639-3,brb,Brao; Braou; Brau; Proue; Brou; Love; Laveh; Rawe; Veh; Prou; Lue
3969,Berbice Creole Dutch,,5.33333333333,-58.0,berb1259,brc,,GY,South America,Pidgin or Creole,dormant,ISO 639-3,brc,Berbice Dutch
3970,Bieria,,-16.798039,168.186479,bier1246,brj,,VU,Pacific,Austronesian,severely endangered,ISO 639-3,brj,Bieri; Vovo; Wowo
3971,Eastern Bru,,17.3333333333,106.0,east2332,bru,,VN LA,Southeast Asia,Austro-Asiatic,vulnerable,ISO 639-3,bru,Bru (Eastern); Bru; Brou; Van Kieu; Quang Tri Bru; Bruu; Moi-Cà-lò'; Baroo; Leu; Leung; Muong Leong; Tri; Quàngtri Vân Kiêu; Bru; Eastern
3972,Western Bru,,16.75,104.75,west2397,brv,,TH,Southeast Asia,Austro-Asiatic,vulnerable,ISO 639-3,brv,Bru; Western; Bru (Western); Bruu; B'ru; Baru; Bru; Baroo; Brou; Leu; Leung; Muong Leong; Tri; Quàngtri Vân Kiêu
3974,Canela,,-7.0,-45.0,cane1242,ram,Ethnologue gives Canela as a separate language from Krinkati-Timbira (with dialects Krinkati [Karakati] and Timbira).,BR,South America,Jean,threatened,ISO 639-3,ram,Canela; Canela-Krahô; Timbira; Krenjé; Krahó; Pukobyé; Kanela
3975,Xakriabá,,-14.5306,-44.0438,xakr1238,xkr,"Wikipedia (http://en.wikipedia.org/wiki/Xakriab%C3%A1_language) says Xakriabá has been extinct since 1864. The IBGE censo (2010) says there are 40 speakers in a population of 8,074 (almost certainly inaccurate for speaker numbers).",BR,South America,Jean,dormant,ISO 639-3,xkr,Chicriaba; Xacriabá; Chakriaba; Shacriaba; Chikriaba; Shakriabá
3978,Bashkardi,,32.0392,53.01374,bash1263,bsg,,IR,Near East,Indo-European,threatened,ISO 639-3,bsg,Bashaka
3979,Kati,,35.420967,71.292564,kati1270,bsh,,AF PK,South Asia; Near East,Indo-European,threatened,ISO 639-3,bsh,Bashgali; Kativiri; Nuristani; Bašgalī
3981,Baga Sitemu,,10.5,-14.5,baga1272,bsp,,GN,Africa,Niger-Congo,threatened,ISO 639-3,bsp,Barka; Sitemuú; Tchitem; Stem Baga; Rio Pongo Baga; Baga; Temne
3982,Bayso,,6.4081,37.749,bais1246,bsw,,ET,Africa,Afro-Asiatic,threatened,ISO 639-3,bsw,Baiso; Alkali; Gidicho; Gedicho
3984,Bateri,,34.9073,72.8675,bate1261,btv,,PK IN,South Asia,Indo-European,vulnerable,ISO 639-3,btv,Bateri Kohistani; Batera Kohistani; Baterawal; Baterawal Kohistani; Dardu
3987,Bugawac,,-6.728658199,147.3600464,buga1250,buk,,PG,Pacific,Austronesian,threatened,ISO 639-3,buk,Bukawa; Bukaua; Bukawac; Kawa; Kawac; Yom Gawac
3990,Mamaindé,,-11.8028,-59.8095,mama1278,wmd,"There is uncertainty in the literature about the classification of Nambikwaran languages and which varieties may be separate languages or are only dialects of a single language. It is also difficult to determine how language variety names match similar names among the sources.
Campbell (2012:99) has 5 Nambikwaran languages. Lowe (1999:269): “Nambiquara family consists of three languages”: Southern Nambiquara dialect complex, Mamainde/Nakarothe, and Sabanes. Price (1978) has three branches, Northern Nambikwaran, Southern Nambikwaran, and Sabané. The Northern Nambikwaran members are: Mamaindê, Negarotê, Tawandê, Latundê, and Lakondê. The Southern branch is divided in four dialect groups: Manduca (with the variants Siwaisu, Hunkutesu, Niyahlosu); Campo (with Kithãulhu, Wakalitesu, Halotesu, Sawentesu); Guaporé (with Hahãintesu, Waikisu, Alãntesu, Wasusu); and Sararé (also called Katitãulhu).
Ethnologue (Lewis et al. 2016) has 6 languages: Sabanê [sae], Lakondê [lkd], Latundê [ltn], Mamaindé [wmd], Tawandê [xtw], and Nambikuára, Southern [nab].
Note that Negarotê has sometimes been considered an independent Nambikwaran language; however, Anonby and Eberhard (2008) found 90% intelligibility between Negarotê and Mamaindê, showing Negarotê is not a distinct language, but a variant of Mamaindê. (Anonby, Stan and David Eberhard. 2008. ""A Survey of Three Northern Nambiquara Groups: The Mamaindê, Negarotê, and Latundê."" SIL Electronic Survey Report 2008-21.)
",BR,South America,Nambikwaran,endangered,ISO 639-3,wmd,Northern Nambikwara; Mamainde; Northern Nambikuára; Northern Nambikuaran; Kithāulhú; Northern Nambiquara
3995,Bati (Indonesia),,-3.61,130.81,bati1253,bvt,,ID,Southeast Asia,Austronesian,threatened,ISO 639-3,bvt,Gah
3996,Bwatoo,,-21.039,164.697,bwat1240,bwa,,NC,Pacific,Austronesian,endangered,ISO 639-3,bwa,Neukaledonien
3999,Belanda Bor,,6.4954,27.7404,bela1256,bxb,,SS,Africa,Nilotic,threatened,ISO 639-3,bxb,De Bor; Bor; Bor-Belanda
4001,Pela,,25.0638,98.2414,pela1242,bxd,,CN MM,Southeast Asia; East Asia,Sino-Tibetan,vulnerable,ISO 639-3,bxd,Bola; Bela; Pala; Polo; Pola; 波拉語; 波拉話
4002,Ongota,,5.3207,37.2244,bira1253,bxe,,ET,Africa,,critically endangered,ISO 639-3,bxe,"Birale; 'Ongota; Birelle; Ifa'ongota; ""Shanqilla"""
4003,Payungu,,-23.905927,114.783325,bayu1240,bxj,,AU,Australia,Pama-Nyungan,critically endangered,ISO 639-3,bxj,Baijungo; Paiunggu; Baiong; Baiung; Biong; Bajungu; Pajungu; Giong; Mulgarnoo; Bayungu; Baiyungu
4004,Jalkunan,,10.57456,-5.352453,jalk1242,bxl,,BF,Africa,Niger-Congo,endangered,ISO 639-3,bxl,Dyala; Dyalanu; Jalkuna; Blé; Jelkuna; Jalakuna
4005,Katukina,,-5.6159,-68.7304,nucl1668,kav,"The number of distinct languages within Katukinan is not certain, and Katukina and Kanamarí may not be distinct languages. Campbell (2012:91) has Dyapá (dialects or languages) (also known as Southern Katukinan, Tshom-Djapá [Txunhuã-Djapá], Canamarí, Kanamarí) (perhaps the same as Tucundiapa (Tucano Dyapa, Hondiapa/Hon-Dyapá)]).
Aikhenvald and Dixon (1999: 343) have for Katukinan: Kanamarí, Katukina do Biá, Txunhuã-Djapá, and Katawixí. Adelaar (2007: 180) has two languages, Katawixi and Katukina Lato, which has three varieties: Kanamarí,
Katukina do Biá, and Tyohon Dyapa.
",BR,South America,Harakmbut-Katukinan,vulnerable,ISO 639-3,kav,Catuquina; Pidádiapá; Catuquino; Katukína; Katukina do Jutaí
4006,Eastern Buryat,,52.0,108.0,mong1330,bxm,,RU CN MN,Caucasus; Europe; East Asia,Mongolic,vulnerable,ISO 639-3,bxm,Mongolian Buriat; бурят-монгольский язык; buryaad xelen; буряад хэлэн; буриад аялгуу; бурятский язык; Northern Mongolian; Buriat; Buryat; Buriat-Mongolian; Mongolia Buriat; Bur:aad; Burjatisch
4007,Purduna,,-23.0093807,114.8292027,burd1238,bxn,,AU,Australia,Pama-Nyungan,dormant,ISO 639-3,bxn,Buduna; Boordoona; Bootena; Boruna; Budina; Budoona; Bu-tena; Poodena; Poordoona; Purduma; Pinneegooroo; Talandji-Buduna; Burduna
4008,Barikanchi,,12.0,8.0,bari1241,bxo,,NG,Africa,,,ISO 639-3,bxo,
4009,Maya,,-24.136728,113.41095,badi1246,,,AU,Australia,Pama-Nyungan,dormant,LINGUIST List,0qb,Maia; Miah; Majanna; Maja
401,Gooniyandi,,-18.26153435,126.2884882,goon1238,gni,,AU,Australia,Bunaban,severely endangered,ISO 639-3,gni,Guniyandi; Guniandi; Gunian; Kunian; Kuniyan; Guniyan; Guniyn; Kunan; Koneyandi; Konejandi; Cowrana; Goonien; Gunan; Gunin; Gunyari; Konajan; Konean Konejandi; Konejanu; Kuniandu; Wadeawulu
4010,Bele,,10.217625,10.364777,beel1236,bxq,,NG,Africa,Afro-Asiatic,endangered,ISO 639-3,bxq,Beele; Àbéélé; Bellawa
4012,Western Buryat,,50.8336,109.5117,russ1264,bxr,,RU,Caucasus; Europe; East Asia,Mongolic,endangered,ISO 639-3,bxr,Russian Buriat; бурят-монгольский язык; buryaad xelen; буриад аялгуу; Buryat; Northern Mongolian; Burjatisch; буряад хэлэн; buriaad xelen
4014,Shanenawa,,-8.1014,-70.2129,shan1283,swo,"Fleck (2013:18) gives Shanenawa as a dialect of Yaminawa, as does Campbell (2012:101): Yaminawa (Pano-Tacanan, Panoan), with the dialects: Sharanawa, Yawanawa, Shanenawa [Katukina de Feijó], Shawanawa [Arara], Mastanawa, and Marinawa. Several of these are treated as independent languages in some sources. 
Ethnologue (2013) treats Shanenawa as an unclassified language.",BR,South America,Pano-Tacanan,critically endangered,ISO 639-3,swo,Katukina Shanenawa
4015,Bankagooma,,11.4261,-5.6744,bank1258,bxw,,ML,Africa,Niger-Congo,threatened,ISO 639-3,bxw,Banka; Bankagoma; Bankagoroma; Bankaje
4018,Bete,,7.016386,9.766867,bete1261,byf,,NG,Africa,Niger-Congo,severely endangered,ISO 639-3,byf,
4019,Bayono,,-5.22,139.62,bayo1260,byl,,ID,Southeast Asia,Bayono-Awbono,vulnerable,ISO 639-3,byl,
4020,Bidjara,,-25.30623867,147.1137388,bidy1243,bym,,AU,Australia,Pama-Nyungan,severely endangered,ISO 639-3,bym,Bitjara; Bithara; Bidjera; Minkabari; Peachera; Peechera; Pitjara; Pitteroo; Wilya; Bidyara
4021,Bará,,0.333333333333,-70.25,waim1255,bao,"Ethnologue (Lewis et al. 2016) say that ""Bará"" is pejorative; their primary name for the language is Waimaha [bao].",BR CO,South America,Tucanoan,endangered,ISO 639-3,bao,Waimaha; Waimaja; Bará; Northern Barasano; Barasano; Waípinõmakã; Bará-Tuyuka
4023,Bisu,,19.75,100.0,bisu1244,bzi,"Closely related to Laomian and the Lawpan variety of Sinsali, less so to the rest of Sinsali, Cong, and Sangkong; together these languages form the Bisoid subgroup of Southern Loloish (Bradley 2007).",CN MM TH LA,Southeast Asia; East Asia,Sino-Tibetan,threatened,ISO 639-3,bzi,Mbisu; Misu; Mibisu; Mbi; Laopin; Lawa; Lua; Pin; 畢蘇語; 米蘇語; 米畢蘇語
4024,Barasano,,-0.166666666667,-70.6666666667,bara1380,bsn,"Ethnologue gives Barasana-Eduria (bsn) (also called Southern Barasana), where Tukanoanists distinguish Barasano from Eduria (Taiwano) as distinct languages.",BR CO,South America,Tucanoan,threatened,,bsn,Barasana; Southern Barasano; Paneroa; Banera yae; Come masa; Comematsa; Edulia; Eduria; Hanera oka; Janera; Taibano; Taiwaeno; Taiwano
4025,Nicaragua Creole English,,12.010778,-83.771836,nica1252,bzk,,NI,"Mexico, Central America, Caribbean",Pidgin or Creole,vulnerable,ISO 639-3,bzk,Mískito Coast Creole English; Miskito Coast Creole (MCC); Nicaraguan Creole English
4026,"Boano (Maluku, Indonesia)",,-2.96,127.95,boan1242,bzn,,ID,Southeast Asia,Austronesian,threatened,ISO 639-3,bzn,Buano
4027,Burmeso,,-2.48,138.2,burm1264,bzu,,ID,Southeast Asia,Isolate,endangered,ISO 639-3,bzu,Taurap; Borumeso; Boromeso; Borumesso; Burumeso; Monau; Monao; Manau; Borumessu
4029,Mirití,,0.58896,-69.7432,miri1270,mmv,Extinct?,BR,South America,Tucanoan,dormant,ISO 639-3,mmv,Miriti-Tapuyo; Neenoá
4045,Central Mnong,,12.5525,107.3011,cent1992,cmo,,VN KH,Southeast Asia,Austro-Asiatic,vulnerable,ISO 639-3,cmo,Pnong; Mnong; Central; Phong; Phnong; Budong; Budang; Phanong; Bu Nong; Bunong; Central Mong; Penong; Biat; Biet; Bhiét
4047,Côông,,22.5943,102.7455,coon1239,cnc,,VN,Southeast Asia,Sino-Tibetan,severely endangered,ISO 639-3,cnc,"""Xa Coong""; ""Xa Xam""; Khoong; ""Xa Xeng""; Công"
4050,Cornish,,50.3333333333,-5.0,corn1251,cor,"Cornish is a ""revived"" language; it once had no surviving native speakers, with the last known fluent speaker having passed away by the year 1800, but has been learned by many in more recent times. ",GB,Europe,Indo-European,awakening,ISO 639-3,cor,Kernowek; Kernewek; Curnoack; Cornish
4052,Raljago,,-16.2166666667,168.0,lonw1238,crc,,VU,Pacific,Austronesian,threatened,ISO 639-3,crc,Lonwolwol; Craig Cove; Fali; Fanting; West Ambrym
4053,Chaura,,7.9504,93.576,chau1258,crv,,IN,South Asia,Austro-Asiatic,threatened,ISO 639-3,crv,Chowra; Tutet; Tətet; Kar Nicobar-Chowra; Tətɛt; Tatet; Sanenyo
4056,Sierra Miwok,,37.962,-120.2384,,,Central Sierra Miwok has the subdialects: West Central; East Central. Northern Sierra Miwok has the subdialects: Fiddletown; Ione; West Point; Camanche. Southern Sierra Miwok has the subdialects: Yosemite; Mariposa; Southern.,US,North America,Utian,severely endangered,ISO 639-3,csm; nsq; skd,Central Sierra Miwok: Tuolumne; Central Sierra Miwok; Northern Sierra Miwok: Seroushamne; Northern Sierra Miwok; Southern Sierra Miwok: Southern Sierra Miwok; Mewoc; Miwoc; Talatui; Talutui; Mokélumne; Moquelumnan; San Raphael; Me-Wuk; Yosemite; Meewoc; Sawos
4057,Hanis,,43.5,-124.166666667,coos1249,csz,,US,North America,Coosan,dormant,ISO 639-3,csz,Coos; Coos (Hanis); Anasitch
4058,Western Highland Chatino,,16.25,-97.25,west2644,ctp,"Ethnologue has 6 Chatino ""languages""; INALI also has 6 Chatino ""variantes.""",MX,"Mexico, Central America, Caribbean",Otomanguean,vulnerable,ISO 639-3,ctp,Chatino (Sierra Occidental); Chatino; Western Highland; Chatino de la Zona Alta Occidental; Cha't-An; Sierra Occidental Chatino
4059,Chhulung,,26.9483,87.2527,chhu1238,cur,,NP,South Asia,Sino-Tibetan,endangered,ISO 639-3,cur,Chilling; Chɨlɨng; Chulung; Chholung; Chhilling; Chhûlûng Rûng; Chülüng
4060,Chukwa,,27.36,86.98,chuk1270,cuw,,NP,South Asia,Sino-Tibetan,critically endangered,ISO 639-3,cuw,Cukwa Ring; Pohing; Pohing Kha
4061,Lower Central Chinantec,,17.772269,-96.310469,vall1253,cvn,"Chinantecan is a subfamily with several languages; Ethnologue has 14 Chinantec languages; INALI has 11 Chinantec ""variantes."" [cvn] is Ethnologue's Valle Nacional Chinantec. Other Chinantec languages, Central Chinantec and Sierra Chinantec, are also spoken in San Juan Bautista Valle Nacional, so the same ISO code corresponds to all three languages (Sierra and Central each correspond to several ISO codes).",MX,"Mexico, Central America, Caribbean",Otomanguean,threatened,ISO 639-3,cvn,Chinanteco central bajo; Chinantec; Chinanteko; Chinanteco; Valle Nacional Chinantec; j+g dsa k+; j+g ki tsomän; jumi dsa iin+n
4062,Kuwaataay,,12.4204,-16.7596,kuwa1246,cwt,,SN,Africa,Niger-Congo,threatened,ISO 639-3,cwt,Kwatay
4064,Dahalo,,-2.2625,40.7537,daha1245,dal,"Also known as Sanye, the preferred name since the name Dahalo is derogatory. (Dimmendaal and Voeltz 2007)",KE,Africa,Afro-Asiatic,endangered,ISO 639-3,dal,Sanye; Guo Garimani
